4.7102224060714502e-194   +  j * -9.4195492700104015e+92
2.0834396841737932e-228   +  j * -1.7461961021230214e-263
-1.3730405787071457e-50   +  j * 9.2127621795791761e-131
1.2828542324986663e+278   +  j * -7.4136611184554946e-91
-4.4487269435983649e+140   +  j * 1.0864962357543302e-114
-6.2319689071660310e+24   +  j * -7.4917694466508386e+227
4.3752448122633819e-45   +  j * -4.2879255913906044e-137
-3.6279488314522628e+245   +  j * -9.2617013812535272e-238
9.2485200009708754e+260   +  j * 4.2916583998097925e-64
1.4426858158740152e+123   +  j * -1.9887681661863234e+150
-1.1058984588349126e-284   +  j * -4.0916420846953011e-134
-2.6752661429705046e-212   +  j * 2.8511297337087348e+279
-1.9383153091172992e+283   +  j * -1.2150545547323018e+15
-3.3854050180128467e+112   +  j * -2.0288358858990664e+34
5.6877794111964997e-288   +  j * 3.2830537054030621e+217
1.6492014437574343e-141   +  j * 2.7198919568018913e+39
-5.4875189215245224e+181   +  j * -1.1812751863496548e-182
6.2076855990648677e-171   +  j * 3.8958711095582456e+74
2.3278058832627390e-306   +  j * 3.5031304337404118e-299
-4.3893974083191652e-96   +  j * 5.4768788764741015e-56
-6.1066643039204650e+15   +  j * -1.7653793247170453e+80
1.2649727572903610e-228   +  j * -2.7799578966830185e-185
2.5016401026027728e-148   +  j * -1.3249779369374037e-36
7.3520474644411996e+244   +  j * -3.7979962883324217e-99
-6.7521163597840853e-171   +  j * 3.2600405573377870e+304
-1.6761298731372918e-280   +  j * -3.3795627201384688e+295
-1.0927997626579541e-94   +  j * -4.7380428908212691e+206
-1.2570494245808996e-107   +  j * -1.6925613508827515e+128
-3.7873964568529638e+274   +  j * 5.3905847230979167e+101
-5.3559138031068943e+278   +  j * -7.2183517114259758e-24
2.0408985237777471e+274   +  j * 7.0655816005387316e+103
4.8769911834022912e-37   +  j * 1.3349180081778210e-295
-3.0505744923492958e+212   +  j * 4.4102598026053261e-104
5.3928628177813937e-56   +  j * -1.8689854244156941e-98
2.2524527021611638e+147   +  j * 6.4889955061116697e+68
-1.0534216600577324e+238   +  j * -8.9281935435464388e+161
-3.3666259264336498e+60   +  j * -7.5605879082738694e+262
-1.2432665239997144e-283   +  j * 1.1366622417746987e-265
5.2791160709325059e-210   +  j * -8.4781810941436173e-156
4.2095120508103319e+89   +  j * -3.1737351953166267e+207
-3.7824343035992151e-264   +  j * 7.9804922805787035e-116
-3.4823730393518172e+89   +  j * 2.9687298544160482e-57
2.5603840412829980e-280   +  j * 1.4360629878248812e+259
2.5726511106873385e+220   +  j * -3.3754955413433755e+263
-1.3639288746045335e-157   +  j * 1.2390209788847988e+278
4.4782038040138790e+283   +  j * 9.4933628732669944e+138
1.0668658827978990e+223   +  j * 1.1056845423901305e+75
-1.3575811492324571e+277   +  j * -3.7420641376485325e+18
1.1698732610839455e-148   +  j * -6.7795224219414534e-109
-1.0596034966810977e+276   +  j * -2.5266219605036333e+118
-1.2726851341881272e+147   +  j * 6.2879498935461347e+273
-1.4973290012340879e-220   +  j * -6.5323026656053565e-133
