2.9409100562723917e+100   +  j * -5.6446386622022463e-59
2.5811506975068314e-298   +  j * 1.3795796373024691e-133
-2.9946643587458875e+227   +  j * -3.3134072630975330e+257
-8.4096978575484222e+101   +  j * -2.3879629825671333e+114
1.0936645686326343e-173   +  j * 8.6197524344577853e+80
1.4879371067110226e-285   +  j * 4.7767145187470239e-200
-1.2227813248650112e+210   +  j * 2.5657859847692259e-187
-5.8067822078044595e-157   +  j * -3.7634111159760049e-103
1.4442265577963979e-202   +  j * 1.7831155720728644e-297
3.7918179685068943e-31   +  j * -6.5266140354016239e+82
-1.8164347675336501e+192   +  j * 1.7480076840052411e+07
-1.6472853969048311e-18   +  j * -1.1388732531058280e-113
4.9403152802528353e+118   +  j * 3.2146032893404483e-100
6.1797438345871624e+57   +  j * -1.1994058291338360e-154
-4.6831075059057829e-278   +  j * -1.3994771995627819e-33
-1.2255324348921754e-236   +  j * 2.6873786448605091e+112
-2.9589926097636026e-145   +  j * -1.6973307804796450e-214
1.7083675152360335e-139   +  j * -8.5923920745100958e-37
-8.3298377333974850e+151   +  j * 1.9755751530793969e+134
1.5299312903734282e+25   +  j * -1.1625004693884820e-184
-1.4529444442695213e+25   +  j * -3.3750134339069851e-34
2.8940786868041184e-142   +  j * 2.8255322917951213e-167
-1.3720323942098241e-76   +  j * -5.2800383870375883e+275
4.6152005042075669e+108   +  j * 4.1457183713520511e+301
4.2257803566537610e-156   +  j * -1.2626244715338961e+67
4.6653990756483889e-81   +  j * -1.2769077249907672e-304
1.0044015647444442e+52   +  j * -1.6362235551664620e-10
7.1334445916741140e+19   +  j * -2.6560404892243980e-271
-2.3829272465687452e+237   +  j * 6.3125357124683548e+91
9.2372564781062010e+197   +  j * -1.1159208184404948e+285
-3.1082716329420674e-170   +  j * -2.5293841617459317e-293
1.1281344485438563e-92   +  j * -2.4467056643556845e-216
1.2924125031639762e-64   +  j * -1.1314267180099136e+118
1.3825811490092969e-182   +  j * 5.8401639863413803e-257
2.8263588832998086e+225   +  j * -8.2389787488078728e+38
-1.5588083226104726e+34   +  j * -6.6950058635353762e+130
6.5912423715387293e+215   +  j * 3.3061453076303754e-291
5.1890860918101474e-155   +  j * 1.9636655304070284e-292
-2.0997514836026074e+161   +  j * -9.0028760707914740e+215
